team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
138,Boston Breach,BOS,13,New York Subliners,NY,8649,1670713200,1664399845,2,3,13,138,19602,Al Bagra Fortress,CDL Hardpoint,250,218,138,13,54,Anthony,Zinni,Methodz,Al Bagra Fortress,CDL Hardpoint,54,null,0,null,null,null,null,null,23,24,12,null,18,5,2916,null,null,,,,,118,7,0,0,3,0.96
,,,,,,,,,,,,,19603,Al Bagra Fortress,CDL SnD,6,5,138,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,19604,Al Bagra Fortress,CDL Control,2,3,13,138,223,Reece,Drost,Vivid,Al Bagra Fortress,CDL Hardpoint,223,null,0,null,null,null,null,null,34,31,7,null,26,8,3532,null,null,,,,,54,6,0,0,5,1.1
,,,,,,,,,,,,,19605,Zarqwa Hydroelectric,CDL Hardpoint,221,250,13,138,227,Joseph,Conley,Owakening,Al Bagra Fortress,CDL Hardpoint,227,null,0,null,null,null,null,null,26,25,4,null,22,4,2936,null,null,,,,,72,7,0,0,5,1.04
,,,,,,,,,,,,,19606,Embassy,CDL SnD,3,6,13,138,430,Dylan,Koch,Nero,Al Bagra Fortress,CDL Hardpoint,430,null,0,null,null,null,null,null,16,31,12,null,11,5,2777,null,null,,,,,48,1,0,1,1,0.52
,,,,,,,,,,,,,,,,,,,,39,Preston,Greiner,Priestahh,Al Bagra Fortress,CDL SnD,54,70.47763824,6,2,0,10,11,0,11,5,4,1000,6,3,1780,0,31258.37305,,0,0,0,,,,,,2.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50,Matthew,Tinsley,KiSMET,Al Bagra Fortress,CDL SnD,223,79.22432709,6,4,1,9,10,35,9,5,2,950,7,1,1141,1,33907.88281,,1,0,0,,,,,,1.8
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,227,71.39527893,4,7,0,9,5,47,11,7,0,900,7,2,1273,0,31144.58594,,0,0,0,,,,,,1.57
,,,,,,,,,,,,,,,,,,,,120,Cesar,Bueno,Skyz,Al Bagra Fortress,CDL SnD,430,46.56056595,1,3,5,4,6,20,3,9,3,525,0,2,607,0,22373.60352,,2,0,0,,,,,,0.33
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,54,147.4274292,7,17,5,23,24,0,27,22,8,3225,21,6,3624,160,55837.47656,4,,,,,,0,0,0,1.23
,,,,,,,,,,,,,,,,,,,,262,Paco,Rusiewiez,Hydra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,223,213.0199432,5,21,8,10,20,53,27,29,7,3550,19,8,3334,1,83081.42969,4,,,,,,0,1,0,0.93
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,227,146.8117371,4,21,6,8,20,0,21,27,12,2975,15,6,2864,32,58874.76953,0,,,,,,0,0,0,0.78
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,430,181.5370636,6,22,6,15,16,107,25,28,7,3175,19,6,2958,0,69934.99219,2,,,,,,0,0,0,0.89
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,54,181.024353,4,19,4,22,20,0,18,23,3,2885,12,6,2423,0,64321.60938,,,,,46,2,0,0,4,0.78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,223,219.1742706,3,21,8,16,19,70,24,29,5,3870,15,9,3128,0,79871.90625,,,,,37,1,0,0,5,0.83
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,227,180.5314178,7,14,8,13,15,0,21,22,5,4325,14,7,2669,0,64313.03125,,,,,125,4,0,0,4,0.95
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,430,196.2380829,5,13,7,9,13,99,32,20,9,4420,22,10,4155,0,74975.08594,,,,,22,0,0,1,4,1.6
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,54,102.4465027,6,4,1,7,8,58,10,5,3,1025,7,1,1550,0,48431.72656,,1,0,0,,,0,2,0,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,223,91.63928986,2,5,0,5,3,55,6,7,0,500,5,0,580,0,43346.28125,,0,0,0,,,0,2,0,0.86
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,227,84.81159973,1,6,0,4,4,71,4,8,1,400,2,2,984,0,40854.36328,,0,0,0,,,0,0,0,0.5
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,430,54.03391266,1,8,0,1,6,9,2,9,0,300,0,2,439,0,25390.58203,,1,0,0,,,0,1,0,0.22
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,39,null,0,null,null,null,null,null,25,26,4,null,18,7,2615,null,null,,,,,60,11,0,0,3,0.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,50,null,0,null,null,null,null,null,31,28,9,null,21,10,3912,null,null,,,,,51,5,0,0,4,1.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,120,null,0,null,null,null,null,null,20,22,13,null,17,3,2893,null,null,,,,,40,0,0,0,4,0.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,262,null,0,null,null,null,null,null,35,23,4,null,28,7,3780,null,null,,,,,80,8,0,0,10,1.52
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,39,92.127388,3,4,1,11,11,87,7,6,6,800,5,1,1218,5,42900.78516,,0,0,0,,,,,,1.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,50,80.11490631,1,5,2,10,6,35,4,10,2,725,4,0,605,30,37536.57813,,1,1,1,,,,,,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,120,88.61994934,5,5,1,11,11,0,9,8,2,775,6,1,1171,0,40923.16016,,0,0,0,,,,,,1.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL SnD,262,66.39196777,1,6,4,5,3,31,6,10,2,600,1,4,782,0,29746.59375,,0,0,0,,,,,,0.6
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,39,182.9638977,4,18,5,22,22,306,23,23,7,2975,18,5,2793,1,71990.97656,3,,,,,,0,1,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,50,212.2661743,6,21,9,13,25,0,28,30,8,3475,21,7,3353,31,79420.72656,4,,,,,,0,0,0,0.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,120,176.3330536,3,16,6,21,19,0,16,22,9,2350,14,2,2393,12,66171.21875,5,,,,,,0,0,0,0.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Control,262,192.1884918,5,19,6,7,4,136,39,25,5,4225,28,11,4456,143,75894.59375,0,,,,,,0,3,0,1.56
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,39,180.9105377,3,13,10,22,21,108,26,23,13,4335,18,8,3144,43,67371.11719,,,,,52,0,0,0,6,1.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,50,193.18573,3,14,7,13,13,0,29,21,3,5265,24,5,3061,130,77203.53906,,,,,115,3,0,0,3,1.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,120,191.5380402,2,22,8,18,19,0,18,30,9,3550,10,8,2610,140,64445.84375,,,,,75,2,0,0,6,0.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,262,182.4108734,4,14,7,7,5,113,21,21,8,3525,15,6,2434,0,74561.25781,,,,,46,1,0,0,7,1
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,39,100.532135,2,4,2,9,9,80,7,7,2,650,5,1,914,1,44918.64844,,0,0,0,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,50,135.6017151,4,2,1,8,8,100,10,5,3,1000,8,0,1498,0,65762.55469,,1,0,0,,,1,2,0,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,120,93.22473907,2,5,1,6,8,0,5,6,2,500,4,0,780,1,37673.16016,,0,0,0,,,0,0,0,0.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Embassy,CDL SnD,262,92.29787445,3,3,1,4,3,55,7,4,1,900,6,0,608,0,45978.80078,,3,0,0,,,0,2,0,1.75
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
13,New York Subliners,NY,15,Vegas Legion,LV,8783,1683405000,1665871319,2,3,15,13,20107,Al Bagra Fortress,CDL Hardpoint,141,250,15,13,39,Preston,Greiner,Priestahh,Al Bagra Fortress,CDL Hardpoint,39,183.6919403,2,19,8,17,8,2,13,27,9,2230,7,6,1777,107,55011.70313,,,,,39,0,0,0,2,0.48
,,,,,,,,,,,,,20108,Mercado Las Almas,CDL SnD,6,5,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20109,Himmelmatt Expo,CDL Control,0,3,15,13,50,Matthew,Tinsley,KiSMET,Al Bagra Fortress,CDL Hardpoint,50,181.6542664,3,20,8,9,15,77,26,28,6,3945,13,13,2871,1,58682.875,,,,,42,2,0,0,5,0.93
,,,,,,,,,,,,,20110,Zarqwa Hydroelectric,CDL Hardpoint,250,90,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20111,Breenbergh Hotel,CDL SnD,4,6,15,13,120,Cesar,Bueno,Skyz,Al Bagra Fortress,CDL Hardpoint,120,160.7386627,3,17,9,20,20,0,19,26,10,3675,14,5,2655,1,50095.29297,,,,,58,6,0,0,3,0.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,262,Paco,Rusiewiez,Hydra,Al Bagra Fortress,CDL Hardpoint,262,193.588974,3,19,6,5,1,80,24,25,8,3305,19,5,2910,0,67544.32813,,,,,18,1,0,0,4,0.96
,,,,,,,,,,,,,,,,,,,,46,James,Eubanks,Clayster,Mercado Las Almas,CDL SnD,39,100.5612183,5,6,1,11,9,31,12,7,3,1715,7,1,1198,0,53767.125,,2,1,0,,,,,,1.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,64,Donovan,Laroda,Temp,Mercado Las Almas,CDL SnD,50,97.1598587,2,6,1,8,8,54,3,7,3,400,2,0,550,0,53955.03125,,0,0,0,,,,,,0.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,97,Thomas,Haly,TJHaLy,Mercado Las Almas,CDL SnD,120,83.57852173,1,1,2,10,10,22,3,8,5,410,2,1,686,30,44148.78516,,0,0,0,,,,,,0.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,363,Eli,Bentz,Standy,Mercado Las Almas,CDL SnD,262,97.75723267,4,6,3,7,9,70,10,9,0,1000,9,0,1026,0,54011.55859,,0,0,0,,,,,,1.11
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,39,183.622345,2,12,4,13,9,15,12,16,3,1575,7,5,1470,49,54638.10547,3,,,,,,0,0,0,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,50,222.124176,3,18,4,11,8,73,17,23,4,2250,10,7,2037,1,66890.78125,6,,,,,,0,1,0,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,120,191.5829926,2,14,3,14,13,0,13,17,3,1650,9,4,1632,31,60730.27344,1,,,,,,0,0,0,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,262,258.1897583,4,16,5,4,4,88,15,21,5,1875,7,8,1662,0,78683.98438,1,,,,,,0,0,0,0.71
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,39,150.6154938,5,10,2,13,12,0,31,12,7,4975,25,6,3439,33,56374.84766,,,,,56,1,0,0,2,2.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,50,186.5359497,3,9,7,12,12,155,18,16,7,2985,15,3,2228,0,67348.94531,,,,,71,2,0,1,4,1.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,120,157.5155487,3,12,4,17,15,0,15,16,13,3620,8,7,2246,2,45518.57031,,,,,96,2,0,0,5,0.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,262,183.4178162,7,11,5,5,7,102,34,16,5,4495,25,9,3307,0,60228.79688,,,,,47,1,0,0,6,2.13
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,39,136.1334229,3,3,0,10,8,96,9,7,2,1010,5,3,1263,70,67231.40625,,0,0,0,,,0,0,0,1.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,50,108.0654449,2,7,1,9,7,46,2,8,1,350,1,1,421,0,54273.53516,,1,0,0,,,0,0,0,0.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,120,94.78994751,3,5,0,10,10,15,6,6,4,1285,5,0,1011,1,46238.42578,,1,0,0,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,262,96.00261688,3,6,0,3,2,44,10,7,0,1000,7,2,776,0,49472.1875,,0,0,0,,,0,5,0,1.43
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,46,142.9701233,5,10,6,13,14,0,34,16,4,4845,29,5,3264,79,46503.03906,,,,,57,0,0,1,7,2.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,64,170.7338562,3,12,8,12,12,0,20,20,7,3310,13,7,2666,0,58838.70313,,,,,44,0,0,0,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,97,176.0321808,4,15,9,11,11,120,24,24,8,3825,15,9,2953,2,56565.62109,,,,,55,0,0,0,4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Al Bagra Fortress,CDL Hardpoint,363,174.7642059,4,16,6,11,17,98,28,22,12,5280,18,10,3398,1,56723.41016,,,,,108,7,0,0,4,1.27
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,46,74.26927185,3,5,0,8,5,52,8,7,3,875,4,2,1187,94,40788.76563,,0,0,0,,,,,,1.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,64,87.2592392,3,3,0,8,7,22,8,6,3,975,8,0,1344,0,45844.08203,,0,0,0,,,,,,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,97,67.90189362,1,6,1,10,11,25,4,7,2,450,0,3,663,0,38042.72266,,0,0,0,,,,,,0.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Mercado Las Almas,CDL SnD,363,76.12656403,7,6,1,7,6,20,11,8,0,1450,7,2,1242,0,42217.47266,,3,0,0,,,,,,1.38
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,46,207.3169556,9,7,11,11,7,0,24,18,7,2940,20,4,2665,80,62217.85547,2,,,,,,0,0,0,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,64,179.2802887,6,8,3,10,8,0,15,11,10,2190,13,2,2245,0,61018.76563,3,,,,,,0,1,0,1.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,97,201.5492096,6,8,6,10,11,113,24,14,9,3250,17,6,2475,28,67814,3,,,,,,0,1,0,1.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Himmelmatt Expo,CDL Control,363,192.2999725,3,10,4,11,13,77,14,14,5,1750,10,4,1295,3,64824.08594,2,,,,,,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,46,187.2741241,2,21,5,15,11,0,18,26,6,2705,12,6,2923,41,57804.69141,,,,,13,1,0,0,4,0.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,64,210.7653198,2,19,6,16,15,0,11,25,3,1630,6,5,1839,2,62398.37891,,,,,21,0,0,0,0,0.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,97,208.622757,3,17,7,16,14,73,17,24,5,3235,13,4,1837,73,63698.71484,,,,,51,4,0,0,1,0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Zarqwa Hydroelectric,CDL Hardpoint,363,207.2823639,3,16,7,11,14,47,14,23,8,2110,11,3,1801,0,69056.875,,,,,11,1,0,0,3,0.61
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,46,85.58655548,3,5,2,7,6,5,8,8,3,1005,6,1,1102,0,43125.65625,,1,0,0,,,0,3,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,64,90.51732635,5,2,2,10,6,0,8,6,2,915,7,0,1052,0,44235.49219,,0,0,0,,,0,1,0,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,97,106.6381454,3,4,0,7,6,82,11,4,0,1700,7,0,982,0,53385.14063,,2,0,0,,,0,1,0,2.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Breenbergh Hotel,CDL SnD,363,73.47397614,1,7,2,7,6,7,1,9,2,175,1,0,417,0,37860.91797,,0,0,0,,,0,0,0,0.11
team_id,home_team_name,home_team_abbv,away_team_id,away_team_name,away_team_abbv,match_id,match_play_time,match_created_at,home_team_games_won,away_team_games_won,winner_team_id,loser_team_id,match_map_id,match_map,map_mode,host_Score,guest_score,winning_team_id,losing_team_id,player_id,first_name,last_name,alias,game_map,game_mode,stats_player_id,average_speed,highest_streak,untraded_deaths,traded_deaths,tacticals_used,lethals_used,dead_silence_time,total_kills,total_deaths,total_assists,total_score,untraded_kills,traded_kills,damage_dealt,friendly_damage,distance_traveled,control_tiers_captured,bombs_planted,bombs_defused,sneak_defuses,hp_hill_time,hp_hill_time_contested,aces,first_blood_kills,rotation_kills,kill_death_ratio
69,Los Angeles Thieves,LAT,13,New York Subliners,NY,8788,1683496800,1665871319,2,3,13,69,20132,Zarqwa Hydroelectric,CDL Hardpoint,169,250,13,69,38,Kenneth,Williams,Kenny,Zarqwa Hydroelectric,CDL Hardpoint,38,212.9485321,3,25,3,14,11,99,20,28,8,2935,16,4,2546,33,83155.15625,,,,,26,1,0,0,1,0.71
,,,,,,,,,,,,,20133,Breenbergh Hotel,CDL SnD,2,6,13,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20134,El Asilo,CDL Control,3,0,69,13,70,Sam,Larew,Octane,Zarqwa Hydroelectric,CDL Hardpoint,70,210.5788116,4,23,3,9,13,0,22,26,3,3710,17,5,2547,1,81178.86719,,,,,47,0,0,0,5,0.85
,,,,,,,,,,,,,20135,Al Bagra Fortress,CDL Hardpoint,250,212,69,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,20136,El Asilo,CDL SnD,2,6,13,69,111,Dylan,Hannon,Envoy,Zarqwa Hydroelectric,CDL Hardpoint,111,197.7297363,3,20,9,25,22,98,23,29,9,3985,13,10,3180,2,76958.11719,,,,,76,2,0,0,5,0.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,229,Zachary,Jordan,Drazah,Zarqwa Hydroelectric,CDL Hardpoint,229,220.9388275,4,22,9,22,15,0,21,31,8,3190,12,9,2933,2,91658.38281,,,,,22,4,0,0,3,0.68
,,,,,,,,,,,,,,,,,,,,39,Preston,Greiner,Priestahh,Breenbergh Hotel,CDL SnD,38,104.2067413,2,4,2,6,4,53,3,7,0,500,3,0,619,0,45938.39844,,0,0,0,,,0,1,0,0.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,50,Matthew,Tinsley,KiSMET,Breenbergh Hotel,CDL SnD,70,75.46088409,2,3,3,4,3,0,6,7,0,950,4,2,683,1,30540.30273,,1,0,0,,,0,1,0,0.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,120,Cesar,Bueno,Skyz,Breenbergh Hotel,CDL SnD,111,107.8934784,4,3,0,7,5,54,7,6,0,700,6,0,847,0,45489.46094,,0,0,0,,,0,1,0,1.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
